SOC[-] Voltage[V]
5.856610729948072969e-01 1.487199446736258389e-02
5.866610729948072978e-01 1.479221517487894731e-02
5.876610729948072986e-01 1.463611667209624954e-02
5.886610729948072995e-01 1.434918047536075381e-02
5.896610729948073004e-01 1.441721983923071118e-02
5.906610729948073013e-01 1.426230593136642785e-02
5.916610729948073022e-01 1.388119373676408898e-02
5.926610729948073031e-01 1.375371227421965173e-02
5.936610729948073040e-01 1.388334523706407676e-02
5.946610729948073049e-01 1.354438803548964690e-02
5.956610729948073057e-01 1.341431709199832761e-02
5.966610729948073066e-01 1.328616279453126436e-02
5.976610729948073075e-01 1.303483308270369893e-02
5.986610729948073084e-01 1.278655148500138297e-02
5.996610729948073093e-01 1.267247832626662747e-02
6.006610729948073102e-01 1.255029643016905561e-02
6.016610729948073111e-01 1.272121654606553354e-02
6.026610729948073120e-01 1.249371968531613752e-02
6.036610729948073129e-01 1.228229746730403332e-02
6.046610729948073137e-01 1.217365474619146008e-02
6.056610729948073146e-01 1.207053030704128074e-02
6.066610729948073155e-01 1.196932235655731418e-02
6.076610729948073164e-01 1.187524795401213862e-02
6.086610729948073173e-01 1.177155565455268588e-02
6.096610729948073182e-01 1.159921141120048502e-02
6.106610729948073191e-01 1.147630320298003402e-02
6.116610729948073200e-01 1.134725163297707617e-02
6.126610729948073208e-01 1.119715646597478631e-02
6.136610729948073217e-01 1.110186232014120748e-02
6.146610729948073226e-01 1.101620089568905274e-02
6.156610729948073235e-01 1.091106930927117011e-02
6.166610729948073244e-01 1.083658294403267060e-02
6.176610729948073253e-01 1.075638118546203177e-02
6.186610729948073262e-01 1.068759938170251236e-02
6.196610729948073271e-01 1.061337999996976589e-02
6.206610729948073280e-01 1.053119972161630294e-02
6.216610729948073288e-01 1.046453170301492666e-02
6.226610729948073297e-01 1.043146916896375842e-02
6.236610729948073306e-01 1.042134034339778706e-02
6.246610729948073315e-01 1.038382270903821271e-02
6.256610729948073324e-01 1.034696715294694536e-02
6.266610729948073333e-01 1.034839897648180337e-02
6.276610729948073342e-01 1.030116560373335252e-02
6.286610729948073351e-01 1.024151426425987631e-02
6.296610729948073359e-01 1.018306301317943585e-02
6.306610729948073368e-01 1.012731213669485451e-02
6.316610729948073377e-01 1.005760172029795257e-02
6.326610729948073386e-01 1.000630312959356095e-02
6.336610729948073395e-01 9.636056372235997716e-03
6.346610729948073404e-01 9.648391389679090296e-03
6.356610729948073413e-01 9.706531061253827544e-03
6.366610729948073422e-01 9.712462285578567570e-03
6.376610729948073431e-01 9.659154872729686786e-03
6.386610729948073439e-01 9.615343212662537040e-03
6.396610729948073448e-01 9.564593403892103496e-03
6.406610729948073457e-01 9.516006904698314992e-03
6.416610729948073466e-01 9.603015724207126028e-03
6.426610729948073475e-01 9.642288208060562429e-03
6.436610729948073484e-01 9.615625925780931990e-03
6.446610729948073493e-01 9.254213408152281786e-03
6.456610729948073502e-01 9.211324571665499561e-03
6.466610729948073510e-01 9.228795609111330525e-03
6.476610729948073519e-01 9.335146571174846031e-03
6.486610729948073528e-01 9.333128606373065905e-03
6.496610729948073537e-01 9.286567362768437597e-03
6.506610729948073546e-01 9.247003048927580904e-03
6.516610729948073555e-01 9.271111202587689962e-03
6.526610729948073564e-01 9.080242742864357355e-03
6.536610729948073573e-01 9.059357230442856290e-03
6.546610729948073581e-01 9.018517195020194638e-03
6.556610729948073590e-01 8.979633461919548504e-03
6.566610729948073599e-01 9.105934444475678041e-03
6.576610729948073608e-01 9.147080209038449886e-03
6.586610729948073617e-01 9.117503832812871509e-03
6.596610729948073626e-01 8.764469471767370387e-03
6.606610729948073635e-01 8.872249993945388255e-03
6.616610729948073644e-01 8.935052347113923293e-03
6.626610729948073653e-01 8.904111959300735346e-03
6.636610729948073661e-01 8.876254428511856295e-03
6.646610729948073670e-01 9.004119096380236789e-03
6.656610729948073679e-01 8.744470072704643368e-03
6.666610729948073688e-01 8.706241690796560559e-03
6.676610729948073697e-01 8.684586846916317673e-03
6.686610729948073706e-01 8.888925197927619384e-03
6.696610729948073715e-01 8.853145574130394033e-03
6.706610729948073724e-01 8.833426318718012177e-03
6.716610729948073732e-01 8.592622161648251489e-03
6.726610729948073741e-01 8.707856332756364059e-03
6.736610729948073750e-01 8.673667489460513275e-03
6.746610729948073759e-01 8.649203178745665244e-03
6.756610729948073768e-01 8.801176565264540869e-03
6.766610729948073777e-01 8.520273320755677310e-03
6.776610729948073786e-01 8.495456821740389464e-03
6.786610729948073795e-01 8.528587572519882865e-03
6.796610729948073804e-01 8.681257229281527307e-03
6.806610729948073812e-01 8.651981735587923467e-03
6.816610729948073821e-01 8.638490959123827639e-03
6.826610729948073830e-01 8.492539171105819087e-03
6.836610729948073839e-01 8.503380772943273241e-03
6.846610729948073848e-01 8.483601888643534095e-03
6.856610729948073857e-01 8.523388811273889878e-03
6.866610729948073866e-01 8.675135147238052097e-03
6.876610729948073875e-01 8.643513952134525974e-03
6.886610729948073883e-01 8.301003901491639525e-03
6.896610729948073892e-01 8.413095229623196100e-03
6.906610729948073901e-01 8.482739988400225806e-03
6.916610729948073910e-01 8.459119555705911161e-03
6.926610729948073919e-01 8.425767460842961687e-03
6.936610729948073928e-01 8.574750814278558550e-03
6.946610729948073937e-01 8.605153577093915124e-03
6.956610729948073946e-01 8.582304957334144918e-03
6.966610729948073955e-01 8.273691947703809210e-03
6.976610729948073963e-01 8.385042160409739848e-03
6.986610729948073972e-01 8.417508707709657131e-03
6.996610729948073981e-01 8.388428314141946687e-03
7.006610729948073990e-01 8.363914434104571805e-03
7.016610729948073999e-01 8.473718086827375026e-03
7.026610729948074008e-01 8.532745020105722208e-03
7.036610729948074017e-01 8.497526051814020126e-03
7.046610729948074026e-01 8.467285995847759900e-03
7.056610729948074034e-01 8.441965682603495488e-03
7.066610729948074043e-01 8.551998137061218169e-03
7.076610729948074052e-01 8.595323758436279257e-03
7.086610729948072951e-01 8.560340188616920309e-03
7.096610729948072960e-01 8.522214422237084017e-03
7.106610729948072969e-01 8.491399151120730682e-03
7.116610729948072978e-01 8.496084945021721568e-03
7.126610729948072986e-01 8.541539355152963364e-03
7.136610729948072995e-01 8.603341653192729532e-03
7.146610729948073004e-01 8.551261803774650241e-03
7.156610729948073013e-01 8.504816221387500458e-03
7.166610729948073022e-01 8.460244594238247595e-03
7.176610729948073031e-01 8.418969105895485194e-03
7.186610729948073040e-01 8.374646588437371225e-03
7.196610729948073049e-01 8.638029512458615666e-03
7.206610729948073057e-01 8.623228801213826331e-03
7.216610729948073066e-01 8.611387660462696547e-03
7.226610729948073075e-01 8.596697128265986740e-03
7.236610729948073084e-01 8.601532313091410711e-03
7.246610729948073093e-01 8.568924459478238775e-03
7.256610729948073102e-01 8.842696624828477736e-03
7.266610729948073111e-01 8.809023595607869475e-03
7.276610729948073120e-01 8.756211617193003158e-03
7.286610729948073129e-01 8.689966498316607085e-03
7.296610729948073137e-01 8.624093851987708892e-03
7.306610729948073146e-01 8.863122818062948299e-03
7.316610729948073155e-01 8.778665532536707172e-03
7.326610729948073164e-01 8.696076324309159888e-03
7.336610729948073173e-01 8.909302418864171666e-03
7.346610729948073182e-01 8.765670012610370793e-03
7.356610729948073191e-01 8.652341183701083016e-03
7.366610729948073200e-01 8.551562575213665293e-03
7.376610729948073208e-01 8.786903539215473041e-03
7.386610729948073217e-01 8.713839054087202732e-03
7.396610729948073226e-01 8.956453074491946970e-03
7.406610729948073235e-01 8.880827725021845503e-03
7.416610729948073244e-01 8.806773209584662504e-03
7.426610729948073253e-01 9.039940051944994961e-03
7.436610729948073262e-01 8.850109337032790666e-03
7.446610729948073271e-01 8.684729335544488435e-03
7.456610729948073280e-01 8.875812288192719973e-03
7.466610729948073288e-01 8.791527468298226955e-03
7.476610729948073297e-01 9.018378698352079795e-03
7.486610729948073306e-01 8.931833040002857063e-03
7.496610729948073315e-01 9.023181014794318458e-03
7.506610729948073324e-01 8.827713283477806386e-03
7.516610729948073333e-01 9.049920898416075402e-03
7.526610729948073342e-01 8.961262592751154804e-03
7.536610729948073351e-01 9.139424847148348158e-03
7.546610729948073359e-01 8.845727887210158916e-03
7.556610729948073368e-01 9.065457024998523072e-03
7.566610729948073377e-01 8.972177747518799915e-03
7.576610729948073386e-01 9.127285238477726020e-03
7.586610729948073395e-01 8.845979322542007334e-03
7.596610729948073404e-01 9.058101605649427138e-03
7.606610729948073413e-01 8.958445497159572835e-03
7.616610729948073422e-01 8.992574633682580074e-03
7.626610729948073431e-01 9.138841367322129289e-03
7.636610729948073439e-01 9.042386184311454467e-03
7.646610729948073448e-01 9.158567319188022637e-03
7.656610729948073457e-01 8.907002920932882706e-03
7.666610729948073466e-01 9.108355653891521062e-03
7.676610729948073475e-01 9.213079227263732893e-03
7.686610729948073484e-01 8.965792774381498367e-03
7.696610729948073493e-01 9.169729100080075898e-03
7.706610729948073502e-01 8.974960537308561068e-03
7.716610729948073510e-01 9.028607493877642901e-03
7.726610729948073519e-01 9.226197184092597287e-03
7.736610729948073528e-01 8.978720407795208122e-03
7.746610729948073537e-01 9.085950557252545079e-03
7.756610729948073546e-01 8.964121854369296039e-03
7.766610729948073555e-01 9.039183037783005137e-03
7.776610729948073564e-01 9.130887785793675646e-03
7.786610729948073573e-01 9.016542792677228330e-03
7.796610729948073581e-01 9.042346573593476253e-03
7.806610729948073590e-01 8.869034719038155004e-03
7.816610729948073599e-01 9.069115474922909148e-03
7.826610729948073608e-01 9.065565651869746805e-03
7.836610729948073617e-01 8.928935423644816100e-03
7.846610729948073626e-01 9.120729234650752984e-03
7.856610729948073635e-01 8.818483776477932523e-03
7.866610729948073644e-01 8.989196987951345377e-03
7.876610729948073653e-01 8.872395767978559153e-03
7.886610729948073661e-01 8.924851484045120964e-03
7.896610729948073670e-01 8.734675318418793841e-03
7.906610729948073679e-01 8.930021043723172444e-03
7.916610729948073688e-01 9.028193417346301944e-03
7.926610729948073697e-01 8.798937232716526335e-03
7.936610729948073706e-01 9.001835133884469181e-03
7.946610729948073715e-01 8.851179946997035294e-03
7.956610729948073724e-01 8.575166820803588677e-03
7.966610729948073732e-01 8.768226479561234965e-03
7.976610729948073741e-01 8.667130447425733936e-03
7.986610729948073750e-01 8.831760879853390797e-03
7.996610729948073759e-01 8.547935909137322277e-03
8.006610729948073768e-01 8.763715619155846431e-03
8.016610729948073777e-01 8.669090726415560472e-03
8.026610729948073786e-01 8.874977730633872020e-03
8.036610729948073795e-01 8.651335712536820793e-03
8.046610729948073804e-01 8.455859167516791702e-03
8.056610729948073812e-01 8.669602047688386437e-03
8.066610729948073821e-01 8.596143392777321618e-03
8.076610729948073830e-01 8.826387495124890514e-03
8.086610729948073839e-01 8.695097038937091988e-03
8.096610729948073848e-01 8.530503193068398118e-03
8.106610729948073857e-01 8.522551475129149304e-03
8.116610729948073866e-01 8.567954786792142743e-03
8.126610729948073875e-01 8.478782867788595135e-03
8.136610729948073883e-01 8.406707798220395406e-03
8.146610729948073892e-01 8.629976647394869624e-03
8.156610729948073901e-01 8.565957092106146406e-03
8.166610729948073910e-01 8.488304763349788229e-03
8.176610729948073919e-01 8.418332399090559803e-03
8.186610729948073928e-01 8.662110145937276795e-03
8.196610729948073937e-01 8.597516578203795098e-03
8.206610729948073946e-01 8.530300212716611027e-03
8.216610729948073955e-01 8.455713294591077345e-03
8.226610729948073963e-01 8.390830809075395386e-03
8.236610729948073972e-01 8.335938458248164443e-03
8.246610729948073981e-01 8.272940917276172881e-03
8.256610729948073990e-01 8.525777361323434722e-03
8.266610729948073999e-01 8.475372056074775146e-03
8.276610729948074008e-01 8.414370392492855066e-03
8.286610729948074017e-01 8.372236570974564418e-03
8.296610729948074026e-01 8.319019322423173643e-03
8.306610729948074034e-01 8.306398696512588484e-03
8.316610729948074043e-01 8.439326521518523277e-03
8.326610729948074052e-01 8.417695818718129094e-03
8.336610729948074061e-01 8.061471186471862865e-03
8.346610729948074070e-01 8.021899539836795795e-03
8.356610729948074079e-01 7.980911745193679588e-03
8.366610729948074088e-01 8.082797161559938243e-03
8.376610729948072986e-01 8.141078158704203802e-03
8.386610729948072995e-01 8.113257358475494535e-03
8.396610729948073004e-01 7.784944863897635091e-03
8.406610729948073013e-01 7.954352316892255095e-03
8.416610729948073022e-01 7.957610165959522544e-03
8.426610729948073031e-01 7.949024753265348381e-03
8.436610729948073040e-01 7.835829520408878202e-03
8.446610729948073049e-01 7.820831092707522525e-03
8.456610729948073057e-01 7.588876616431207769e-03
8.466610729948073066e-01 7.717327370430212066e-03
8.476610729948073075e-01 7.696106937621607393e-03
8.486610729948073084e-01 7.609380348728336796e-03
8.496610729948073093e-01 7.609835558897885127e-03
8.506610729948073102e-01 7.530587082209422474e-03
8.516610729948073111e-01 7.537213666159004767e-03
8.526610729948073120e-01 7.456124700400777912e-03
8.536610729948073129e-01 7.456667638532508274e-03
8.546610729948073137e-01 7.379552146061541494e-03
8.556610729948073146e-01 7.119932644060100214e-03
8.566610729948073155e-01 7.329178485228566957e-03
8.576610729948073164e-01 7.230571385105122144e-03
8.586610729948073173e-01 6.974376650899102859e-03
8.596610729948073182e-01 7.219341215722579336e-03
8.606610729948073191e-01 6.993812643423552577e-03
8.616610729948073200e-01 7.178608189100941887e-03
8.626610729948073208e-01 7.125835444487620823e-03
8.636610729948073217e-01 6.898553268928935521e-03
8.646610729948073226e-01 6.783681979211905744e-03
8.656610729948073235e-01 7.042526613030532061e-03
8.666610729948073244e-01 6.863285841560354608e-03
8.676610729948073253e-01 6.725633977948291750e-03
8.686610729948073262e-01 6.995327436574371241e-03
8.696610729948073271e-01 6.937664599589424622e-03
8.706610729948073280e-01 6.708723893246769723e-03
8.716610729948073288e-01 6.947402902964768152e-03
8.726610729948073297e-01 6.904802047627072240e-03
8.736610729948073306e-01 6.788576085432396559e-03
8.746610729948073315e-01 6.595334974200795994e-03
8.756610729948073324e-01 6.870486120798886820e-03
8.766610729948073333e-01 6.834512486070707174e-03
8.776610729948073342e-01 6.720841911752359343e-03
8.786610729948073351e-01 6.523094731923720531e-03
8.796610729948073359e-01 6.799104440747669523e-03
8.806610729948073368e-01 6.764189998167239280e-03
8.816610729948073377e-01 6.658632403287811398e-03
8.826610729948073386e-01 6.776529476303949293e-03
8.836610729948073395e-01 6.738279196273651642e-03
8.846610729948073404e-01 6.700028916243354858e-03
8.856610729948073413e-01 6.907887525860587422e-03
8.866610729948073422e-01 6.727683081461236989e-03
8.876610729948073431e-01 6.680954625156118945e-03
8.886610729948073439e-01 6.644639120097508254e-03
8.896610729948073448e-01 6.859084051233821540e-03
8.906610729948073457e-01 6.647830079290543287e-03
8.916610729948073466e-01 6.613443371770699394e-03
8.926610729948073475e-01 6.891156474581748743e-03
8.936610729948073484e-01 6.792457330066099461e-03
8.946610729948073493e-01 6.590633766923474635e-03
8.956610729948073502e-01 6.863358224072726478e-03
8.966610729948073510e-01 6.826712597036020853e-03
8.976610729948073519e-01 6.679090049038222641e-03
8.986610729948073528e-01 6.834975017528904621e-03
8.996610729948073537e-01 6.797213924552124829e-03
9.006610729948073546e-01 6.759452831575345037e-03
9.016610729948073555e-01 6.842406994159318766e-03
9.026610729948073564e-01 6.756570875800661964e-03
9.036610729948073573e-01 6.716855678761931084e-03
9.046610729948073581e-01 6.892781637486223266e-03
9.056610729948073590e-01 6.716918018822980174e-03
9.066610729948073599e-01 6.981468162752662264e-03
9.076610729948073608e-01 6.870065537359096308e-03
9.086610729948073617e-01 6.661822199387188587e-03
9.096610729948073626e-01 6.927601345571474459e-03
9.106610729948073635e-01 6.844999929737241237e-03
9.116610729948073644e-01 6.922680530277829959e-03
9.126610729948073653e-01 6.873717664740069955e-03
9.136610729948073661e-01 7.072470901470751317e-03
9.146610729948073670e-01 6.849136927247399982e-03
9.156610729948073679e-01 6.801808901981985095e-03
9.166610729948073688e-01 6.914430072380582486e-03
9.176610729948073697e-01 6.775146801484879452e-03
9.186610729948073706e-01 7.036881814335629350e-03
9.196610729948073715e-01 6.750818385574802565e-03
9.206610729948073724e-01 7.013109534353589164e-03
9.216610729948073732e-01 6.864380848452128654e-03
9.226610729948073741e-01 6.980289791357790694e-03
9.236610729948073750e-01 7.225756324780832282e-03
9.246610729948073759e-01 6.939964499890720687e-03
9.256610729948073768e-01 7.189053467957364635e-03
9.266610729948073777e-01 6.887183380076294069e-03
9.276610729948073786e-01 7.139861693372494787e-03
9.286610729948073795e-01 6.837364530739705945e-03
9.296610729948073804e-01 7.080187146066691667e-03
9.306610729948073812e-01 7.093192655620896014e-03
9.316610729948073821e-01 7.010372457959420343e-03
9.326610729948073830e-01 7.025445459119509725e-03
9.336610729948073839e-01 7.260697192782117511e-03
9.346610729948073848e-01 7.258753263646667599e-03
9.356610729948073857e-01 7.110056725722188088e-03
9.366610729948073866e-01 7.181817135748587780e-03
9.376610729948073875e-01 7.168557578552281484e-03
9.386610729948073883e-01 7.355065440113321695e-03
9.396610729948073892e-01 7.384329771821739573e-03
9.406610729948073901e-01 7.070754195563039995e-03
9.416610729948073910e-01 7.254465845765935457e-03
9.426610729948073919e-01 7.260162602661693679e-03
9.436610729948073928e-01 7.332885761851684961e-03
9.446610729948073937e-01 7.316871159078800445e-03
9.456610729948073946e-01 7.274786540819149980e-03
9.466610729948073955e-01 7.245053971523703062e-03
9.476610729948073963e-01 7.262641153937693557e-03
9.486610729948073972e-01 7.327682542396359890e-03
9.496610729948073981e-01 7.368062445112628055e-03
9.506610729948073990e-01 7.331854542658220071e-03
9.516610729948073999e-01 7.603930562301684445e-03
9.526610729948074008e-01 7.551096125520416306e-03
9.536610729948074017e-01 7.489683363271069927e-03
9.546610729948074026e-01 7.444095292060410110e-03
9.556610729948074034e-01 7.680756954620847170e-03
9.566610729948074043e-01 7.622481725453326279e-03
9.576610729948074052e-01 7.546985108477202026e-03
9.586610729948074061e-01 7.720845097967866943e-03
9.596610729948074070e-01 7.501681141241533721e-03
9.606610729948074079e-01 7.701883385755536535e-03
9.616610729948074088e-01 7.594091839570864949e-03
9.626610729948074097e-01 7.786677557287475376e-03
9.636610729948074106e-01 7.795093037725564326e-03
9.646610729948073004e-01 7.687286292233693613e-03
9.656610729948073013e-01 7.745567347848009154e-03
9.666610729948073022e-01 7.836725226024099725e-03
9.676610729948073031e-01 7.899857382285517191e-03
9.686610729948073040e-01 7.968517229925056039e-03
9.696610729948073049e-01 7.919245501927435482e-03
9.706610729948073057e-01 8.060026350415682231e-03
9.716610729948073066e-01 7.991121165960067205e-03
9.726610729948073075e-01 7.909925964378998475e-03
9.736610729948073084e-01 8.243570127474413381e-03
9.746610729948073093e-01 8.202073419616680641e-03
9.756610729948073102e-01 8.153140436231297306e-03
9.766610729948073111e-01 8.353206976305045661e-03
9.776610729948073120e-01 8.211204373639702236e-03
9.786610729948073129e-01 8.251582485932886304e-03
9.796610729948073137e-01 8.327467994907238047e-03
9.806610729948073146e-01 8.164821453141485330e-03
9.816610729948073155e-01 8.310214003852706144e-03
9.826610729948073164e-01 8.212359863566234819e-03
9.836610729948073173e-01 8.341890296796009019e-03
9.846610729948073182e-01 8.211384156701570514e-03
9.856610729948073191e-01 8.301469210675349250e-03
9.866610729948073200e-01 8.487271617399528428e-03
9.876610729948073208e-01 8.327766870031155094e-03
9.886610729948073217e-01 8.152686992449162048e-03
9.896610729948073226e-01 8.315298304751195246e-03
9.906610729948073235e-01 8.084440747883491277e-03
9.916610729948073244e-01 8.177121782872746533e-03
9.926610729948073253e-01 8.261712523937604288e-03
9.936610729948073262e-01 8.271942442854196900e-03
9.946610729948073271e-01 8.139778618158743234e-03
9.956610729948073280e-01 8.156505415223364031e-03
